Rule	Head Coverage	Std Confidence	PCA Confidence	Positive Examples	Body size	PCA Body size	Functional variable
?b  1382  ?a   => ?a  392  ?b	0.599688474	0.000924769	0.860014892	1155	1248960	1343	?a
?a  1277  ?b   => ?a  827  ?b	0.052208835	0.001853753	0.156062425	130	70128	833	?a
?a  1336  ?b   => ?a  392  ?b	0.227933541	0.001782647	0.594850949	439	246263	738	?a
?a  963  ?b   => ?a  827  ?b	0.018072289	0.036734694	0.118110236	45	1225	381	?a
?a  723  ?b   => ?a  719  ?b	0.031373323	0.50798722	0.537162162	159	313	296	?b
?a  721  ?b   => ?a  719  ?b	0.04952644	0.285227273	0.488326848	251	880	514	?b
?a  600  ?b   => ?a  719  ?b	0.241515391	0.154428463	0.27881549	1224	7926	4390	?b
?a  722  ?b   => ?a  719  ?b	0.103788477	0.112706235	0.175158175	526	4667	3003	?b
?a  100  ?b   => ?a  719  ?b	0.27644041	0.012480624	0.120578363	1401	112254	11619	?b
?b  430  ?a   => ?a  431  ?b	0.661237785	0.662316476	0.98783455	406	613	411	?a
?a  1360  ?b   => ?a  1076  ?b	0.068181818	0.025069638	0.818181818	18	718	22	?a
?a  112  ?b   => ?a  438  ?b	0.075503356	0.000340754	0.108958838	45	132060	413	?a
?b  454  ?a   => ?a  725  ?b	0.023941068	0.000103526	0.65408805	104	1004580	159	?b
?a  40  ?b   => ?a  1069  ?b	0.115658363	0.000122696	0.298850575	130	1059525	435	?a
?b  613  ?a   => ?a  725  ?b	0.552025783	0.001380677	0.96460177	2398	1736829	2486	?b
?b  306  ?a   => ?a  786  ?b	0.068914956	0.001802493	0.61038961	47	26075	77	?b
?a  1136  ?b   => ?a  920  ?b	0.277149321	0.093761959	0.803278689	245	2613	305	?a
?b  769  ?a   => ?a  786  ?b	0.416422287	0.446540881	0.996491228	284	636	285	?b
?a  613  ?b   => ?a  366  ?b	0.074219603	0.000195759	0.403321471	340	1736829	843	?a
?b  365  ?a   => ?a  366  ?b	0.509714036	0.377465244	0.991928632	2335	6186	2354	?a
?b  613  ?a   => ?a  553  ?b	0.021126761	0.000001727	0.230769231	3	1736829	13	?b
?b  552  ?a   => ?a  553  ?b	0.676056338	0.369230769	0.941176471	96	260	102	?b
?a  613  ?b   => ?a  553  ?b	0.014084507	0.000001152	0.5	2	1736829	4	?b
?a  879  ?b   => ?a  553  ?b	0.021126761	0.000005395	0.75	3	556078	4	?b
?b  454  ?a   => ?a  934  ?b	0.011087009	0.000091581	0.448780488	92	1004580	205	?a
?b  1196  ?a   => ?a  1016  ?b	0.057291667	0.00031909	0.611111111	11	34473	18	?a
?a  216  ?b   => ?a  1016  ?b	0.010416667	0.00000457	0.181818182	2	437672	11	?a
?a  42  ?b   => ?a  1016  ?b	0.09375	0.003136982	0.36	18	5738	50	?a
?b  454  ?a   => ?a  484  ?b	0.013157895	0.000002986	0.230769231	3	1004580	13	?b
?b  112  ?a   => ?a  484  ?b	0.092105263	0.000159019	0.6	21	132060	35	?b
?a  879  ?b   => ?a  484  ?b	0.026315789	0.00001079	0.545454545	6	556078	11	?b
?b  512  ?a   => ?a  484  ?b	0.245614035	0.005818786	0.835820896	56	9624	67	?b
?b  88  ?a   => ?a  484  ?b	0.140350877	0.000008651	0.288288288	32	3698979	111	?b
?a  179  ?b   => ?a  484  ?b	0.013157895	0.000018101	0.75	3	165737	4	?b
?a  869  ?b   => ?a  1041  ?b	0.023299919	0.087576375	0.563934426	172	1964	305	?a
?a  943  ?b   => ?a  1041  ?b	0.02099702	0.001290419	0.178983834	155	120116	866	?a
?b  132  ?a   => ?a  131  ?b	0.470531214	0.325247923	0.998765432	2427	7462	2430	?a
?a  613  ?b   => ?a  805  ?b	0.01980198	0.000004606	0.421052632	8	1736829	19	?a
?a  459  ?b   => ?a  805  ?b	0.51980198	0.000158406	0.588235294	210	1325710	357	?a
?a  815  ?b   => ?a  1385  ?b	0.025043303	0.000024307	0.119162088	347	14275547	2912	?a
?b  1196  ?a   => ?a  1385  ?b	0.010681293	0.004293215	0.606557377	148	34473	244	?a
?a  216  ?b   => ?a  1385  ?b	0.026342379	0.000833958	0.373592631	365	437672	977	?a
?b  1382  ?a   => ?a  1173  ?b	0.953916843	0.016954906	0.499811178	21176	1248960	42368	?b
?b  345  ?a   => ?a  496  ?b	0.120882189	0.399151917	0.514373961	2165	5424	4209	?b
?b  215  ?a   => ?a  496  ?b	0.093914015	0.000323477	0.596453901	1682	5199746	2820	?b
?a  564  ?b   => ?a  214  ?b	0.023518344	0.039154268	0.588235294	50	1277	85	?b
?b  247  ?a   => ?a  214  ?b	0.017873942	0.001846812	0.550724638	38	20576	69	?b
?a  799  ?b   => ?a  214  ?b	0.028222013	0.005424464	0.535714286	60	11061	112	?b
?a  44  ?b   => ?a  214  ?b	0.138287865	0.010659898	0.7	294	27580	420	?b
?b  40  ?a   => ?a  214  ?b	0.130761994	0.000262382	0.447665056	278	1059525	621	?b
?a  17  ?b   => ?a  214  ?b	0.016462841	0.00761035	0.593220339	35	4599	59	?b
?b  214  ?a   => ?a  214  ?b	0.019755409	0.019755409	0.84	42	2126	50	?b
?a  78  ?b   => ?a  214  ?b	0.06491063	0.000463333	0.597402597	138	297842	231	?b
?b  768  ?a   => ?a  54  ?b	0.027837259	0.002167028	0.448275862	26	11998	58	?a
?a  918  ?b   => ?a  54  ?b	0.011777302	0.000191775	0.142857143	11	57359	77	?a
?a  270  ?b   => ?a  54  ?b	0.03640257	0.000028692	0.666666667	34	1184987	51	?a
?b  322  ?a   => ?a  321  ?b	0.231545163	0.259373395	0.324133504	505	1947	1558	?b
?b  806  ?a   => ?a  806  ?b	0.857142857	0.857142857	0.857142857	282	329	329	?b
?b  427  ?a   => ?a  427  ?b	0.223181258	0.223181258	0.660583942	181	811	274	?b
?a  100  ?b   => ?a  635  ?b	0.272532189	0.004525451	0.28443449	508	112254	1786	?a
?a  833  ?b   => ?a  635  ?b	0.136266094	0.243062201	0.257606491	254	1045	986	?a
?b  10  ?a   => ?a  913  ?b	0.127118644	0.005077861	0.967741935	30	5908	31	?b
?a  613  ?b   => ?a  857  ?b	0.041161265	0.000595914	0.989483748	1035	1736829	1046	?a
?b  879  ?a   => ?a  857  ?b	0.016623583	0.000751693	0.988179669	418	556078	423	?a
?b  1382  ?a   => ?a  706  ?b	0.570647931	0.000585287	0.492587601	731	1248960	1484	?b
?b  532  ?a   => ?a  713  ?b	0.227629513	0.290581162	0.90625	435	1497	480	?a
?a  1023  ?b   => ?a  713  ?b	0.025117739	0.000061997	0.888888889	48	774237	54	?a
?a  815  ?b   => ?a  376  ?b	0.076804916	0.000003502	0.204081633	50	14275547	245	?a
?b  815  ?a   => ?a  9  ?b	0.956309097	0.000410912	0.999318569	5866	14275547	5870	?b
?b  526  ?a   => ?a  1166  ?b	0.015075377	0.044117647	0.6	6	136	10	?a
?b  67  ?a   => ?a  1166  ?b	0.06281407	0.004903884	0.925925926	25	5098	27	?a
?b  1369  ?a   => ?a  977  ?b	0.084544555	0.010028252	0.779649123	1111	110787	1425	?b
?b  270  ?a   => ?a  977  ?b	0.023133704	0.000256543	0.225854383	304	1184987	1346	?b
?a  179  ?b   => ?a  1134  ?b	0.121278646	0.01366623	0.502551586	2265	165737	4507	?a
?b  415  ?a   => ?a  743  ?b	0.023608018	0.000186738	0.158208955	106	567639	670	?b
?b  743  ?a   => ?a  743  ?b	0.436971047	0.436971047	0.876675603	1962	4490	2238	?b
?a  415  ?b   => ?a  743  ?b	0.051670379	0.00040871	0.278511405	232	567639	833	?b
?a  216  ?b   => ?a  663  ?b	0.077247191	0.000125665	0.308988764	55	437672	178	?a
?a  193  ?b   => ?a  663  ?b	0.039325843	0.000403627	0.193103448	28	69371	145	?a
?a  236  ?b   => ?a  663  ?b	0.037921348	0.001522757	0.6	27	17731	45	?a
?a  1147  ?b   => ?a  663  ?b	0.033707865	0.000350273	0.179104478	24	68518	134	?a
?a  73  ?b   => ?a  663  ?b	0.075842697	0.000330562	0.613636364	54	163358	88	?a
?a  815  ?b   => ?a  663  ?b	0.025280899	0.000001261	0.321428571	18	14275547	56	?a
?a  1060  ?b   => ?a  663  ?b	0.023876404	0.001098262	0.184782609	17	15479	92	?a
?a  1277  ?b   => ?a  663  ?b	0.021067416	0.000213895	0.176470588	15	70128	85	?a
?a  943  ?b   => ?a  663  ?b	0.015449438	0.000091578	0.47826087	11	120116	23	?a
?b  655  ?a   => ?a  107  ?b	0.033758271	0.31267313	0.733549959	903	2888	1231	?b
?b  170  ?a   => ?a  107  ?b	0.010617219	0.000499486	0.788888889	284	568584	360	?b
?a  166  ?b   => ?a  107  ?b	0.01757075	0.000818884	0.831858407	470	573952	565	?b
?b  108  ?a   => ?a  107  ?b	0.440053834	0.550535522	0.949121109	11771	21381	12402	?b
?a  920  ?b   => ?a  1136  ?b	0.093761959	0.277149321	0.95703125	245	884	256	?a
?a  108  ?b   => ?a  107  ?b	0.015888444	0.019877461	0.104834731	425	21381	4054	?b
?b  52  ?a   => ?a  66  ?b	0.286089239	0.196396396	0.990909091	109	555	110	?b
?b  606  ?a   => ?a  994  ?b	0.011976048	0.000033205	1	2	60232	2	?a
?a  1146  ?b   => ?a  994  ?b	0.089820359	0.000190452	1	15	78760	15	?a
?b  406  ?a   => ?a  538  ?b	0.774062817	0.116891065	0.897767333	764	6536	851	?b
?a  107  ?b   => ?a  538  ?b	0.010131712	0.000373846	0.666666667	10	26749	15	?b
?b  1  ?a   => ?a  91  ?b	0.80334639	0.033194006	0.319949131	18869	568446	58975	?a
?b  607  ?a   => ?a  607  ?b	0.982165549	0.982165549	0.995956454	22414	22821	22505	?b
?b  161  ?a   => ?a  152  ?b	0.13379845	0.994420523	0.999817073	16397	16489	16400	?b
?a  132  ?b   => ?a  724  ?b	0.019138756	0.000536049	1	4	7462	4	?a
?b  1336  ?a   => ?a  724  ?b	0.023923445	0.000020303	0.294117647	5	246263	17	?a
?a  480  ?b   => ?a  152  ?b	0.072884537	0.000096183	0.234768438	8932	92864469	38046	?b
?a  613  ?b   => ?a  773  ?b	0.861733204	0.000509549	0.993265993	885	1736829	891	?a
?b  879  ?a   => ?a  773  ?b	0.489776047	0.000904549	0.998015873	503	556078	504	?a
?a  749  ?b   => ?a  773  ?b	0.029211295	0.00154679	0.576923077	30	19395	52	?a
?b  1233  ?a   => ?a  1266  ?b	0.01875	0.000873786	0.642857143	9	10300	14	?a
?b  239  ?a   => ?a  445  ?b	0.01826484	0.000009134	1	4	437923	4	?a
?b  166  ?a   => ?a  445  ?b	0.01369863	0.000005227	1	3	573952	3	?a
?a  446  ?b   => ?a  445  ?b	0.091324201	0.076045627	1	20	263	20	?a
?a  170  ?b   => ?a  445  ?b	0.01369863	0.000005276	1	3	568584	3	?a
?b  445  ?a   => ?a  445  ?b	0.091324201	0.091324201	0.833333333	20	219	24	?a
?a  166  ?b   => ?a  445  ?b	0.01369863	0.000005227	0.75	3	573952	4	?a
?a  613  ?b   => ?a  445  ?b	0.01826484	0.000002303	0.333333333	4	1736829	12	?a
?b  710  ?a   => ?a  445  ?b	0.01826484	0.000009624	0.142857143	4	415626	28	?a
?b  170  ?a   => ?a  445  ?b	0.01369863	0.000005276	0.75	3	568584	4	?a
?b  1382  ?a   => ?a  1154  ?b	0.727363582	0.002913624	0.498903208	3639	1248960	7294	?b
?a  1208  ?b   => ?a  889  ?b	0.113724498	0.035060817	0.126595345	1349	38476	10656	?a
?b  1146  ?a   => ?a  606  ?b	0.848485855	0.648882682	0.987421991	51106	78760	51757	?b
?b  248  ?a   => ?a  1201  ?b	0.033048188	0.024315146	0.599330357	537	22085	896	?b
?a  674  ?b   => ?a  1201  ?b	0.011877654	0.000165747	0.190711462	193	1164423	1012	?b
?a  250  ?b   => ?a  1201  ?b	0.05692658	0.014998946	0.775356245	925	61671	1193	?b
?b  31  ?a   => ?a  1201  ?b	0.345128931	0.263323473	0.690640394	5608	21297	8120	?b
?a  41  ?b   => ?a  23  ?b	0.043348281	0.00253896	0.828571429	29	11422	35	?a
?a  120  ?b   => ?a  23  ?b	0.013452915	0.000066962	0.5625	9	134405	16	?a
?a  613  ?b   => ?a  23  ?b	0.092675635	0.000035697	0.488188976	62	1736829	127	?a
?a  675  ?b   => ?a  522  ?b	0.015254773	0.010047264	0.331372549	338	33641	1020	?a
?a  613  ?b   => ?a  1095  ?b	0.026114162	0.000470973	0.225406448	818	1736829	3629	?a
?a  112  ?b   => ?a  1095  ?b	0.013152854	0.003119794	0.253226798	412	132060	1627	?a
?a  613  ?b   => ?a  302  ?b	0.018248175	0.000011515	0.476190476	20	1736829	42	?a
?b  1207  ?a   => ?a  1237  ?b	0.179317932	0.903047091	0.995419847	652	722	655	?a
?b  163  ?a   => ?a  1237  ?b	0.069306931	0.150357995	0.828947368	252	1676	304	?a
?b  1382  ?a   => ?a  658  ?b	0.552495228	0.003244299	0.80333069	4052	1248960	5044	?a
?a  88  ?b   => ?a  1186  ?b	0.27625	0.000059746	0.374576271	221	3698979	590	?a
?a  721  ?b   => ?a  720  ?b	0.182608696	0.023863636	0.3	21	880	70	?b
?a  723  ?b   => ?a  720  ?b	0.104347826	0.038338658	0.279069767	12	313	43	?b
?b  1216  ?a   => ?a  43  ?b	0.06601467	0.176855895	0.595588235	81	458	136	?a
?a  703  ?b   => ?a  1233  ?b	0.027669903	0.06729634	0.871559633	285	4235	327	?a
?a  242  ?b   => ?a  1233  ?b	0.01815534	0.000735291	0.508152174	187	254321	368	?a
?a  112  ?b   => ?a  1233  ?b	0.247669903	0.019316977	0.857767317	2551	132060	2974	?a
?b  40  ?a   => ?a  830  ?b	0.011538462	0.000002831	0.214285714	3	1059525	14	?a
?a  1092  ?b   => ?a  1332  ?b	0.999935444	0.100672853	0.999967721	123916	1230878	123920	?a
?a  839  ?b   => ?a  101  ?b	0.049448595	0.002660083	0.596566524	139	52254	233	?a
?b  139  ?a   => ?a  145  ?b	0.329471398	0.089761294	0.978494624	455	5069	465	?b
?a  1385  ?b   => ?a  680  ?b	0.028571429	0.000505196	0.114754098	7	13856	61	?b
?b  1347  ?a   => ?a  891  ?b	0.119370354	0.000033998	0.861198738	273	8029960	317	?a
?b  335  ?a   => ?a  335  ?b	0.038488453	0.038488453	0.222672065	110	2858	494	?b
?b  1347  ?a   => ?a  389  ?b	0.392517971	0.000931636	0.994152824	7481	8029960	7525	?a
?a  767  ?b   => ?a  838  ?b	0.044827586	0.00188926	0.838709677	26	13762	31	?a
?a  1  ?b   => ?a  394  ?b	0.035831013	0.000520718	0.927899687	296	568446	319	?a
?a  215  ?b   => ?a  394  ?b	0.082556591	0.00013116	0.133961894	682	5199746	5091	?a
?a  88  ?b   => ?a  394  ?b	0.26546423	0.000592866	0.846064815	2193	3698979	2592	?a
?b  8  ?a   => ?a  669  ?b	0.158129176	0.000370674	0.39010989	71	191543	182	?b
?a  44  ?b   => ?a  669  ?b	0.033407572	0.000543872	0.652173913	15	27580	23	?b
?a  799  ?b   => ?a  669  ?b	0.082405345	0.003345086	0.637931034	37	11061	58	?b
?b  764  ?a   => ?a  669  ?b	0.033407572	0.000088006	0.223880597	15	170442	67	?b
?a  239  ?b   => ?a  77  ?b	0.025597874	0.002639733	0.993981083	1156	437923	1163	?a
?a  1023  ?b   => ?a  77  ?b	0.020327724	0.001185683	0.387178406	918	774237	2371	?a
?a  215  ?b   => ?a  77  ?b	0.052922941	0.000459638	0.263709588	2390	5199746	9063	?a
?a  207  ?b   => ?a  16  ?b	0.120218579	0.000047543	0.112820513	22	462737	195	?a
?a  847  ?b   => ?a  16  ?b	0.010928962	0.000046896	0.222222222	2	42648	9	?a
?a  1380  ?b   => ?a  16  ?b	0.010928962	0.000095361	0.142857143	2	20973	14	?a
?b  1382  ?a   => ?a  241  ?b	0.583042973	0.005627082	0.486333126	7028	1248960	14451	?b
?b  545  ?a   => ?a  545  ?b	0.665801887	0.665801887	0.867014742	2823	4240	3256	?b
?a  112  ?b   => ?a  545  ?b	0.033018868	0.001060124	0.4778157	140	132060	293	?b
?a  112  ?b   => ?a  306  ?b	0.086212848	0.017022566	0.584807492	2248	132060	3844	?a
?a  1095  ?b   => ?a  306  ?b	0.010239693	0.008523816	0.100451467	267	31324	2658	?a
?a  11  ?b   => ?a  1008  ?b	0.010980392	0.027595269	0.79245283	42	1522	53	?a
?b  1022  ?a   => ?a  1008  ?b	0.04	0.001526626	0.270318021	153	100221	566	?a
?a  109  ?b   => ?a  1008  ?b	0.061176471	0.00059913	0.476578411	234	390566	491	?a
?a  879  ?b   => ?a  295  ?b	0.014416776	0.000019781	0.305555556	11	556078	36	?b
?b  78  ?a   => ?a  295  ?b	0.061598952	0.000157802	0.540229885	47	297842	87	?b
?b  1147  ?a   => ?a  295  ?b	0.011795544	0.000131352	0.321428571	9	68518	28	?b
?b  613  ?a   => ?a  295  ?b	0.015727392	0.000006909	0.75	12	1736829	16	?b
?a  247  ?b   => ?a  295  ?b	0.03931848	0.001458009	0.666666667	30	20576	45	?b
?a  606  ?b   => ?a  295  ?b	0.05897772	0.000747111	0.671641791	45	60232	67	?b
?b  1146  ?a   => ?a  295  ?b	0.05897772	0.000571356	0.548780488	45	78760	82	?b
?b  109  ?a   => ?a  295  ?b	0.23853211	0.00046599	0.968085106	182	390566	188	?b
?b  612  ?a   => ?a  1386  ?b	0.132910261	0.024222186	0.529935852	1487	61390	2806	?b
?a  1121  ?b   => ?a  1386  ?b	0.332320343	0.122117848	0.359818059	3718	30446	10333	?b
?b  702  ?a   => ?a  702  ?b	0.030769231	0.030769231	0.109090909	24	780	220	?a
?a  613  ?b   => ?a  702  ?b	0.016666667	0.000007485	0.541666667	13	1736829	24	?a
?a  1013  ?b   => ?a  702  ?b	0.011538462	0.000149711	0.290322581	9	60116	31	?a
?b  841  ?a   => ?a  785  ?b	0.027733756	0.061511424	0.2	35	569	175	?b
?a  12  ?b   => ?a  785  ?b	0.049128368	0.044159544	0.305418719	62	1404	203	?b
?b  973  ?a   => ?a  785  ?b	0.213946117	0.064670659	0.606741573	270	4175	445	?b
?a  1347  ?b   => ?a  1088  ?b	0.030916844	0.000003611	0.193333333	29	8029960	150	?a
?b  98  ?a   => ?a  1088  ?b	0.039445629	0.000088369	0.973684211	37	418698	38	?a
?a  943  ?b   => ?a  137  ?b	0.074374339	0.001756635	0.118339877	211	120116	1783	?a
?a  948  ?b   => ?a  137  ?b	0.08635883	0.003960364	0.12455516	245	61863	1967	?a
?a  193  ?b   => ?a  137  ?b	0.132886852	0.005434548	0.211086226	377	69371	1786	?a
?a  216  ?b   => ?a  137  ?b	0.079309129	0.000514084	0.45	225	437672	500	?a
?a  100  ?b   => ?a  602  ?b	0.108534879	0.004837244	0.338951311	543	112254	1602	?b
?a  284  ?b   => ?a  602  ?b	0.483110134	0.042584305	0.206581197	2417	56758	11700	?b
?a  112  ?b   => ?a  543  ?b	0.094117647	0.000242314	0.516129032	32	132060	62	?a
?a  749  ?b   => ?a  543  ?b	0.017647059	0.000309358	0.15	6	19395	40	?a
?a  306  ?b   => ?a  543  ?b	0.038235294	0.000498562	0.52	13	26075	25	?a
?a  1095  ?b   => ?a  543  ?b	0.017647059	0.000191546	0.333333333	6	31324	18	?a
?a  113  ?b   => ?a  458  ?b	0.016299722	0.325587985	0.84114202	1149	3529	1366	?b
?a  112  ?b   => ?a  914  ?b	0.010340057	0.001075269	0.735751295	142	132060	193	?a
?a  242  ?b   => ?a  914  ?b	0.036918372	0.001993544	0.514720812	507	254321	985	?a
?b  679  ?a   => ?a  1384  ?b	0.568139371	0.392246391	0.992777272	18556	47307	18691	?b
?b  458  ?a   => ?a  458  ?b	0.757093003	0.757093003	0.801878146	53369	70492	66555	?b
?a  161  ?b   => ?a  1196  ?b	0.035012909	0.073200315	0.999172185	1207	16489	1208	?b
?b  236  ?a   => ?a  1196  ?b	0.012502538	0.02430771	0.684126984	431	17731	630	?b
?b  1254  ?a   => ?a  1196  ?b	0.036985467	0.046153846	0.803909206	1275	27625	1586	?b
?b  225  ?a   => ?a  1196  ?b	0.010965103	0.001742682	0.39375	378	216907	960	?b
?b  73  ?a   => ?a  1196  ?b	0.010355931	0.002185384	0.124781545	357	163358	2861	?b
?b  216  ?a   => ?a  1196  ?b	0.062483683	0.004921494	0.840093604	2154	437672	2564	?b
?b  948  ?a   => ?a  1196  ?b	0.010355931	0.005770816	0.298494983	357	61863	1196	?b
?b  112  ?a   => ?a  1196  ?b	0.011632292	0.003036499	0.42344245	401	132060	947	?b
?b  1277  ?a   => ?a  1196  ?b	0.010878078	0.005347365	0.314861461	375	70128	1191	?b
?b  943  ?a   => ?a  1196  ?b	0.017375917	0.004986846	0.435003631	599	120116	1377	?b
?b  152  ?a   => ?a  1196  ?b	0.034751835	0.009775602	0.997502082	1198	122550	1201	?b
?b  815  ?a   => ?a  1196  ?b	0.191976329	0.00046359	0.779964643	6618	14275547	8485	?b
?a  1231  ?b   => ?a  950  ?b	0.027334852	0.003820439	0.10619469	12	3141	113	?b
?a  1084  ?b   => ?a  557  ?b	0.054878049	0.008964143	0.45	9	1004	20	?b
?a  587  ?b   => ?a  557  ?b	0.012195122	0.000069039	1	2	28969	2	?b
?a  948  ?b   => ?a  557  ?b	0.585365854	0.001551816	0.484848485	96	61863	198	?b
?a  943  ?b   => ?a  557  ?b	0.048780488	0.000066602	0.145454545	8	120116	55	?b
?b  1196  ?a   => ?a  557  ?b	0.018292683	0.000087025	0.428571429	3	34473	7	?b
?a  1118  ?b   => ?a  557  ?b	0.024390244	0.000206516	0.235294118	4	19369	17	?b
?a  401  ?b   => ?a  557  ?b	0.024390244	0.001108955	0.5	4	3607	8	?b
?a  529  ?b   => ?a  557  ?b	0.018292683	0.002120141	0.12	3	1415	25	?b
?a  815  ?b   => ?a  557  ?b	0.012195122	0.00000014	0.142857143	2	14275547	14	?b
?a  841  ?b   => ?a  973  ?b	0.011257485	0.082601054	0.350746269	47	569	134	?b
?b  785  ?a   => ?a  973  ?b	0.064670659	0.213946117	0.559006211	270	1262	483	?b
?a  963  ?b   => ?a  826  ?b	0.01496947	0.062040816	0.119496855	76	1225	636	?a
?a  757  ?b   => ?a  826  ?b	0.1431948	0.082211919	0.193556976	727	8843	3756	?a
?a  799  ?b   => ?a  181  ?b	0.018469657	0.000632854	0.411764706	7	11061	17	?b
?a  695  ?b   => ?a  223  ?b	0.408045977	0.003377253	0.420118343	71	21023	169	?a
?b  18  ?a   => ?a  82  ?b	0.019417476	0.000489986	0.170212766	8	16327	47	?b
?b  643  ?a   => ?a  642  ?b	0.592977893	0.305425318	1	456	1493	456	?b
?a  42  ?b   => ?a  1127  ?b	0.094436519	0.057685605	0.273779983	331	5738	1209	?a
?a  114  ?b   => ?a  610  ?b	0.03383517	0.106985114	0.204311153	1308	12226	6402	?a
?b  111  ?a   => ?a  610  ?b	0.283304879	0.46383195	0.995817421	10952	23612	10998	?a
?b  215  ?a   => ?a  1174  ?b	0.340909091	0.000008654	0.849056604	45	5199746	53	?b
?b  88  ?a   => ?a  1174  ?b	0.03030303	0.000001081	1	4	3698979	4	?b
?a  193  ?b   => ?a  1084  ?b	0.042828685	0.000619856	0.169960474	43	69371	253	?b
?a  401  ?b   => ?a  1084  ?b	0.023904382	0.006653729	0.461538462	24	3607	52	?b
?a  943  ?b   => ?a  1084  ?b	0.215139442	0.001798262	0.179401993	216	120116	1204	?b
?a  20  ?b   => ?a  1084  ?b	0.015936255	0.001021842	0.666666667	16	15658	24	?b
?a  587  ?b   => ?a  1084  ?b	0.020916335	0.000724913	0.677419355	21	28969	31	?b
?a  948  ?b   => ?a  1084  ?b	0.078685259	0.001277015	0.467455621	79	61863	169	?b
?b  764  ?a   => ?a  610  ?b	0.030006726	0.006805834	0.36036036	1160	170442	3219	?a
?a  111  ?b   => ?a  1191  ?b	0.02053817	0.024987295	0.340843443	590	23612	1731	?a
?a  61  ?b   => ?a  185  ?b	0.30583874	0.00707623	0.818858561	330	46635	403	?a
?b  1196  ?a   => ?a  1254  ?b	0.046153846	0.036985467	0.903614458	1275	34473	1411	?a
?a  943  ?b   => ?a  544  ?b	0.133056133	0.000532818	0.166666667	64	120116	384	?a
?a  948  ?b   => ?a  544  ?b	0.11018711	0.000856732	0.10311284	53	61863	514	?a
?a  401  ?b   => ?a  544  ?b	0.020790021	0.002772387	0.294117647	10	3607	34	?a
?a  44  ?b   => ?a  544  ?b	0.01039501	0.000181291	0.416666667	5	27580	12	?a
?b  941  ?a   => ?a  942  ?b	0.505185185	0.521406728	0.813842482	341	654	419	?a
?a  1341  ?b   => ?a  1255  ?b	0.065519544	0.197367218	0.335040348	2159	10939	6444	?a
?a  299  ?b   => ?a  419  ?b	0.128344425	0.002100523	0.276154296	945	449888	3422	?a
?a  918  ?b   => ?a  419  ?b	0.065190819	0.008368347	0.295566502	480	57359	1624	?a
?a  3  ?b   => ?a  1218  ?b	0.022058824	0.000184364	0.1	21	113905	210	?a
?a  996  ?b   => ?a  1275  ?b	0.176046228	0.055572481	0.243022249	14593	262594	60048	?a
?b  378  ?a   => ?a  378  ?b	0.99077278	0.99077278	0.995942029	1718	1734	1725	?b
