Rule	Head Coverage	Std Confidence	PCA Confidence	Positive Examples	Body size	PCA Body size	Functional variable
?b  785  ?a   => ?a  841  ?b	0.092447917	0.036541431	0.385869565	71	1943	184	?a
?a  742  ?b   => ?a  841  ?b	0.08203125	0.075995175	0.3	63	829	210	?a
?a  973  ?b   => ?a  841  ?b	0.091145833	0.014256619	0.288065844	70	4910	243	?a
?b  12  ?a   => ?a  841  ?b	0.41015625	0.131359466	0.612840467	315	2398	514	?a
?b  52  ?a   => ?a  66  ?b	0.662636034	0.890333063	0.999088423	1096	1231	1097	?b
?a  134  ?b   => ?a  144  ?b	0.267656153	0.204324426	0.27798831	4328	21182	15569	?a
?a  1347  ?b   => ?a  1348  ?b	0.019495413	0.000008834	0.137096774	51	5773215	372	?a
?a  675  ?b   => ?a  522  ?b	0.023640235	0.011324735	0.336587873	655	57838	1946	?a
?b  879  ?a   => ?a  1192  ?b	0.050411523	0.000040322	0.875	49	1215214	56	?a
?b  930  ?a   => ?a  1192  ?b	0.010288066	0.000205939	0.714285714	10	48558	14	?a
?a  1213  ?b   => ?a  1192  ?b	0.217078189	0.002951173	0.925438596	211	71497	228	?a
?a  613  ?b   => ?a  1192  ?b	0.784979424	0.000235175	0.783367556	763	3244389	974	?a
?a  1095  ?b   => ?a  1192  ?b	0.064814815	0.001222399	0.984375	63	51538	64	?a
?a  402  ?b   => ?a  1304  ?b	0.011292346	0.225	0.25	18	80	72	?a
?b  160  ?a   => ?a  1304  ?b	0.015683814	0.004595588	0.301204819	25	5440	83	?a
?a  695  ?b   => ?a  223  ?b	0.462450593	0.004365672	0.479508197	117	26800	244	?a
?b  177  ?a   => ?a  210  ?b	0.83000605	0.742022715	0.946206897	1372	1849	1450	?b
?a  120  ?b   => ?a  23  ?b	0.012262416	0.000079289	0.526315789	20	252242	38	?a
?a  613  ?b   => ?a  23  ?b	0.044757817	0.0000225	0.309322034	73	3244389	236	?a
?a  826  ?b   => ?a  1163  ?b	0.014933186	0.106212032	0.183542161	542	5103	2953	?a
?a  757  ?b   => ?a  1163  ?b	0.015897507	0.06960193	0.124032674	577	8290	4652	?a
?b  435  ?a   => ?a  435  ?b	0.018181818	0.018181818	1	2	110	2	?a
?b  436  ?a   => ?a  435  ?b	0.963636364	0.972477064	1	106	109	106	?a
?a  839  ?b   => ?a  101  ?b	0.03854095	0.002235291	0.57337884	168	75158	293	?a
?a  547  ?b   => ?a  546  ?b	0.014285714	0.016483516	0.75	3	182	4	?a
?b  547  ?a   => ?a  546  ?b	0.695238095	0.802197802	0.993197279	146	182	147	?a
?a  534  ?b   => ?a  626  ?b	0.092421442	0.0000015	0.113250283	100	66674989	883	?a
?a  109  ?b   => ?a  39  ?b	0.219354839	0.000075869	0.17989418	34	448142	189	?a
?a  229  ?b   => ?a  39  ?b	0.109677419	0.000180089	0.126865672	17	94398	134	?a
?b  1163  ?a   => ?a  662  ?b	0.11064651	0.00947789	0.864321608	344	36295	398	?a
?b  1385  ?a   => ?a  662  ?b	0.010614345	0.001462377	0.22	33	22566	150	?a
?a  299  ?b   => ?a  900  ?b	0.022072937	0.000027667	0.450980392	23	831314	51	?a
?a  270  ?b   => ?a  900  ?b	0.12571977	0.000062698	0.277542373	131	2089387	472	?a
?a  439  ?b   => ?a  900  ?b	0.236084453	0.000085836	0.274247492	246	2865917	897	?a
?a  901  ?b   => ?a  1030  ?b	0.549454986	0.004164287	0.163228592	4083	980480	25014	?a
?a  1233  ?b   => ?a  703  ?b	0.066459386	0.02258693	0.930612245	684	30283	735	?a
?a  112  ?b   => ?a  703  ?b	0.26914108	0.01277581	0.725890985	2770	216816	3816	?a
?b  774  ?a   => ?a  301  ?b	0.180677541	0.523160763	0.868123587	1152	2202	1327	?a
?a  300  ?b   => ?a  301  ?b	0.441499373	0.430823385	0.58161157	2815	6534	4840	?a
?b  1310  ?a   => ?a  301  ?b	0.175815558	0.123471748	0.959760274	1121	9079	1168	?a
?a  760  ?b   => ?a  895  ?b	0.020325203	0.00003731	0.11627907	5	134011	43	?a
?a  522  ?b   => ?a  675  ?b	0.011324735	0.023640235	0.302121771	655	27707	2168	?a
?b  831  ?a   => ?a  331  ?b	0.013824885	0.066666667	0.5	3	45	6	?a
?b  1382  ?a   => ?a  1173  ?b	0.998766166	0.012195027	0.499817051	21856	1792206	43728	?b
?a  534  ?b   => ?a  116  ?b	0.122384937	0.000001755	0.186602871	117	66674989	627	?a
?a  35  ?b   => ?a  34  ?b	0.347856974	0.705232837	0.758389262	1469	2083	1937	?b
?b  1360  ?a   => ?a  792  ?b	0.931818182	0.058936272	0.189814815	123	2087	648	?a
?a  196  ?b   => ?a  142  ?b	0.024660384	0.658496732	0.949352179	806	1224	849	?a
?a  836  ?b   => ?a  142  ?b	0.021600783	0.735416667	0.992967651	706	960	711	?a
?b  813  ?a   => ?a  142  ?b	0.26695019	0.742426821	0.994301994	8725	11752	8775	?a
?b  265  ?a   => ?a  142  ?b	0.011595888	0.000885076	0.278267254	379	428212	1362	?a
?a  265  ?b   => ?a  142  ?b	0.014716681	0.001123275	0.259719222	481	428212	1852	?a
?b  59  ?a   => ?a  930  ?b	0.020614523	0.058565411	0.16018563	1001	17092	6249	?a
?a  113  ?b   => ?a  930  ?b	0.015424853	0.05770416	0.110897246	749	12980	6754	?a
?a  458  ?b   => ?a  930  ?b	0.101610445	0.039834011	0.102659065	4934	123864	48062	?a
?b  930  ?a   => ?a  930  ?b	0.088368549	0.088368549	0.151171393	4291	48558	28385	?a
?b  1213  ?a   => ?a  930  ?b	0.074529429	0.050617508	0.111073599	3619	71497	32582	?a
?a  112  ?b   => ?a  930  ?b	0.032785535	0.007342632	0.521625164	1592	216816	3052	?a
?b  458  ?a   => ?a  930  ?b	0.218295646	0.08557773	0.234124793	10600	123864	45275	?a
?b  1282  ?a   => ?a  685  ?b	0.010638298	0.017817372	1	8	449	8	?b
?b  10  ?a   => ?a  738  ?b	0.038167939	0.000510412	0.555555556	5	9796	9	?a
?b  295  ?a   => ?a  738  ?b	0.015267176	0.001838235	0.2	2	1088	10	?a
?a  1146  ?b   => ?a  738  ?b	0.083969466	0.000255576	0.11827957	11	43040	93	?a
?a  84  ?b   => ?a  983  ?b	0.012370409	0.107349802	0.120424222	352	3279	2923	?a
?a  88  ?b   => ?a  983  ?b	0.543560007	0.002140459	0.532812016	15467	7226020	29029	?a
?b  112  ?a   => ?a  786  ?b	0.010319917	0.000046122	0.181818182	10	216816	55	?b
?b  1095  ?a   => ?a  786  ?b	0.038183695	0.000717917	0.125423729	37	51538	295	?b
?b  306  ?a   => ?a  786  ?b	0.078431373	0.00163476	0.513513514	76	46490	148	?b
?b  769  ?a   => ?a  786  ?b	0.472652219	0.474120083	0.991341991	458	966	462	?b
?a  215  ?b   => ?a  304  ?b	0.981058456	0.001402027	0.965779733	13829	9863579	14319	?a
?b  109  ?a   => ?a  295  ?b	0.305147059	0.000740837	0.965116279	332	448142	344	?b
?b  1146  ?a   => ?a  295  ?b	0.098345588	0.002486059	0.563157895	107	43040	190	?b
?a  606  ?b   => ?a  295  ?b	0.070772059	0.002621991	0.52739726	77	29367	146	?b
?a  247  ?b   => ?a  295  ?b	0.032169118	0.001226994	0.443037975	35	28525	79	?b
?b  78  ?a   => ?a  295  ?b	0.077205882	0.000219502	0.525	84	382684	160	?b
?b  613  ?a   => ?a  295  ?b	0.046875	0.000015719	0.6	51	3244389	85	?b
?a  33  ?b   => ?a  552  ?b	0.01	0.000033714	1	2	59322	2	?a
?b  553  ?a   => ?a  552  ?b	0.35	0.4375	0.972222222	70	160	72	?a
?a  613  ?b   => ?a  552  ?b	0.015	0.000000925	0.130434783	3	3244389	23	?a
?a  83  ?b   => ?a  1209  ?b	0.011494253	0.000771754	0.8	4	5183	5	?a
?b  242  ?a   => ?a  1209  ?b	0.054597701	0.000043058	0.395833333	19	441269	48	?a
?b  1347  ?a   => ?a  1209  ?b	0.074712644	0.000004504	0.329113924	26	5773215	79	?a
?b  77  ?a   => ?a  1209  ?b	0.011494253	0.000058903	0.666666667	4	67908	6	?a
?b  1384  ?a   => ?a  774  ?b	0.050408719	0.002153208	0.174528302	111	51551	636	?b
?b  1095  ?a   => ?a  774  ?b	0.020435967	0.000873142	0.478723404	45	51538	94	?b
?a  1310  ?b   => ?a  774  ?b	0.059037239	0.014318758	0.878378378	130	9079	148	?b
?b  301  ?a   => ?a  774  ?b	0.523160763	0.180677541	0.949711459	1152	6376	1213	?b
?a  679  ?b   => ?a  774  ?b	0.097184378	0.003565122	0.189548273	214	60026	1129	?b
?b  300  ?a   => ?a  774  ?b	0.461852861	0.155647383	0.576530612	1017	6534	1764	?b
?a  534  ?b   => ?a  619  ?b	0.182709146	0.000178388	0.164538575	11894	66674989	72287	?a
?b  879  ?a   => ?a  1095  ?b	0.010089643	0.000427908	0.212244898	520	1215214	2450	?a
?a  112  ?b   => ?a  1095  ?b	0.012728472	0.003025607	0.213263979	656	216816	3076	?a
?a  613  ?b   => ?a  1095  ?b	0.030501766	0.000484529	0.25523624	1572	3244389	6159	?a
?b  685  ?a   => ?a  1282  ?b	0.017817372	0.010638298	1	8	752	8	?a
?b  813  ?a   => ?a  1282  ?b	0.026726058	0.001021103	0.923076923	12	11752	13	?a
?b  170  ?a   => ?a  1282  ?b	0.020044543	0.000011226	0.209302326	9	801712	43	?a
?b  879  ?a   => ?a  1282  ?b	0.064587973	0.000023864	0.166666667	29	1215214	174	?a
?a  165  ?b   => ?a  1282  ?b	0.06013363	0.004117737	0.9	27	6557	30	?a
?a  166  ?b   => ?a  1282  ?b	0.020044543	0.00001113	0.1875	9	808603	48	?a
?a  142  ?b   => ?a  1282  ?b	0.046770601	0.000642516	0.75	21	32684	28	?a
?a  613  ?b   => ?a  1282  ?b	0.084632517	0.000011713	0.4	38	3244389	95	?a
?b  76  ?a   => ?a  255  ?b	0.131172504	0.166436655	0.673743017	603	3623	895	?a
?b  216  ?a   => ?a  1079  ?b	0.2	0.000081115	1	54	665719	54	?b
?b  439  ?a   => ?a  603  ?b	0.354813047	0.000155622	0.49010989	446	2865917	910	?b
?a  977  ?b   => ?a  603  ?b	0.093078759	0.004496541	0.629032258	117	26020	186	?b
?b  1196  ?a   => ?a  236  ?b	0.020697324	0.010343097	0.554274736	577	55786	1041	?a
?a  483  ?b   => ?a  236  ?b	0.012590573	0.037178265	0.178172589	351	9441	1970	?a
?b  26  ?a   => ?a  236  ?b	0.02166583	0.022146445	0.797886394	604	27273	757	?a
?a  73  ?b   => ?a  236  ?b	0.183693235	0.021904273	0.362728432	5121	233790	14118	?a
?a  229  ?b   => ?a  236  ?b	0.036014061	0.010635819	0.534896111	1004	94398	1877	?a
?b  40  ?a   => ?a  37  ?b	0.444046553	0.000415886	0.460966543	496	1192635	1076	?b
?b  1077  ?a   => ?a  37  ?b	0.188003581	0.000126381	0.249406176	210	1661639	842	?b
?b  670  ?a   => ?a  668  ?b	0.531958134	0.711954304	0.999427262	5235	7353	5238	?a
?b  1083  ?a   => ?a  130  ?b	0.015848827	0.275862069	0.945454545	208	754	220	?b
?a  940  ?b   => ?a  130  ?b	0.068881439	0.006724239	0.706802189	904	134439	1279	?b
?a  121  ?b   => ?a  130  ?b	0.057528193	0.099551688	0.874855156	755	7584	863	?b
?b  940  ?a   => ?a  130  ?b	0.013334349	0.001301706	0.21902378	175	134439	799	?b
?b  130  ?a   => ?a  130  ?b	0.212587626	0.212587626	0.925987388	2790	13124	3013	?b
?b  112  ?a   => ?a  489  ?b	0.030422081	0.001392886	0.834254144	302	216816	362	?a
?b  879  ?a   => ?a  489  ?b	0.081595648	0.000666549	0.432461292	810	1215214	1873	?a
?a  774  ?b   => ?a  1310  ?b	0.014318758	0.059037239	0.160692213	130	2202	809	?a
?a  679  ?b   => ?a  1310  ?b	0.292102654	0.044180855	0.304442659	2652	60026	8711	?a
?b  301  ?a   => ?a  1310  ?b	0.123471748	0.175815558	0.538683325	1121	6376	2081	?a
?b  1196  ?a   => ?a  1127  ?b	0.010715411	0.000609472	0.180851064	34	55786	188	?a
?a  42  ?b   => ?a  1127  ?b	0.077844311	0.034764251	0.606879607	247	7105	407	?a
?a  165  ?b   => ?a  127  ?b	0.037411527	0.005642824	0.212643678	37	6557	174	?a
?a  564  ?b   => ?a  214  ?b	0.021307647	0.033687125	0.405555556	73	2167	180	?b
?a  17  ?b   => ?a  214  ?b	0.024518389	0.008316832	0.464088398	84	10100	181	?b
?b  247  ?a   => ?a  214  ?b	0.02247519	0.002699387	0.469512195	77	28525	164	?b
?a  78  ?b   => ?a  214  ?b	0.065090485	0.000582726	0.492273731	223	382684	453	?b
?b  214  ?a   => ?a  214  ?b	0.011675423	0.011675423	0.833333333	40	3426	48	?b
?a  799  ?b   => ?a  214  ?b	0.02510216	0.004440085	0.341269841	86	19369	252	?b
?b  40  ?a   => ?a  214  ?b	0.159661413	0.000458648	0.4372502	547	1192635	1251	?b
?a  44  ?b   => ?a  214  ?b	0.137478109	0.010164663	0.603846154	471	46337	780	?b
?a  943  ?b   => ?a  544  ?b	0.093350384	0.000323285	0.113707165	73	225807	642	?a
?a  401  ?b   => ?a  544  ?b	0.02173913	0.002424415	0.149122807	17	7012	114	?a
?a  600  ?b   => ?a  373  ?b	0.03717845	0.125395613	0.137341621	1149	9163	8366	?b
?a  100  ?b   => ?a  373  ?b	0.180229736	0.036272939	0.164768525	5570	153558	33805	?b
?a  343  ?b   => ?a  373  ?b	0.464358518	0.289772842	0.332753664	14351	49525	43128	?b
?a  112  ?b   => ?a  306  ?b	0.059281566	0.012711239	0.503103322	2756	216816	5478	?a
?a  719  ?b   => ?a  721  ?b	0.269798658	0.035127578	0.143162393	201	5722	1404	?b
?a  720  ?b   => ?a  721  ?b	0.032214765	0.255319149	0.615384615	24	94	39	?b
?a  723  ?b   => ?a  721  ?b	0.013422819	0.031055901	0.11627907	10	322	86	?b
?a  418  ?b   => ?a  1238  ?b	0.012969386	0.06169297	1	86	1394	86	?b
?b  934  ?a   => ?a  1238  ?b	0.586035289	0.112647477	0.992592593	3886	34497	3915	?b
?a  920  ?b   => ?a  1136  ?b	0.125402793	0.304830287	0.934	467	1532	500	?a
?b  130  ?a   => ?a  1083  ?b	0.275862069	0.015848827	0.949771689	208	13124	219	?a
?a  130  ?b   => ?a  1083  ?b	0.051724138	0.002971655	0.557142857	39	13124	70	?a
?a  114  ?b   => ?a  610  ?b	0.039165794	0.118249605	0.212535535	3140	26554	14774	?a
?b  630  ?a   => ?a  313  ?b	0.015037594	0.001491981	1	4	2681	4	?b
?b  111  ?a   => ?a  610  ?b	0.471473831	0.732567154	0.995365372	37799	51598	37975	?a
?a  757  ?b   => ?a  401  ?b	0.059184256	0.050060314	0.974178404	415	8290	426	?a
?b  1196  ?a   => ?a  483  ?b	0.027327614	0.004624816	0.6	258	55786	430	?a
?a  229  ?b   => ?a  483  ?b	0.051371677	0.005137821	0.149691358	485	94398	3240	?a
?a  216  ?b   => ?a  483  ?b	0.026056562	0.000369525	0.290436836	246	665719	847	?a
?a  236  ?b   => ?a  483  ?b	0.037178265	0.012590573	0.176116407	351	27878	1993	?a
?b  454  ?a   => ?a  725  ?b	0.064145234	0.000272518	0.707846411	424	1555861	599	?b
?b  613  ?a   => ?a  725  ?b	0.525416036	0.001070463	0.894641937	3473	3244389	3882	?b
?b  265  ?a   => ?a  430  ?b	0.012974052	0.000030359	0.342105263	13	428212	38	?a
?b  431  ?a   => ?a  430  ?b	0.829341317	0.827689243	0.986935867	831	1004	842	?a
?a  265  ?b   => ?a  430  ?b	0.012974052	0.000030359	0.325	13	428212	40	?a
?b  1347  ?a   => ?a  1301  ?b	0.017241379	0.000000346	0.4	2	5773215	5	?b
?b  88  ?a   => ?a  1301  ?b	0.017241379	0.000000277	0.117647059	2	7226020	17	?b
?b  426  ?a   => ?a  1301  ?b	0.017241379	0.000276167	0.5	2	7242	4	?b
?a  1385  ?b   => ?a  433  ?b	0.057012543	0.002215723	0.273224044	50	22566	183	?a
?a  1041  ?b   => ?a  433  ?b	0.021664766	0.001820621	0.150793651	19	10436	126	?a
?b  758  ?a   => ?a  758  ?b	0.84004004	0.84004004	0.985130693	12588	14985	12778	?b
?b  930  ?a   => ?a  59  ?b	0.058565411	0.020614523	0.374906367	1001	48558	2670	?a
?a  216  ?b   => ?a  1385  ?b	0.017282638	0.000585833	0.384236453	390	665719	1015	?a
?a  815  ?b   => ?a  1385  ?b	0.036913941	0.000074325	0.115453915	833	11207494	7215	?a
?b  1196  ?a   => ?a  1385  ?b	0.012673934	0.005126734	0.605932203	286	55786	472	?a
?b  841  ?a   => ?a  785  ?b	0.036541431	0.092447917	0.241496599	71	768	294	?b
?b  1171  ?a   => ?a  785  ?b	0.012352033	0.025531915	0.375	24	940	64	?b
?b  973  ?a   => ?a  785  ?b	0.275862069	0.109164969	0.711819389	536	4910	753	?b
?a  12  ?b   => ?a  785  ?b	0.034482759	0.02793995	0.245421245	67	2398	273	?b
?a  839  ?b   => ?a  25  ?b	0.013253647	0.041485936	0.764965653	3118	75158	4076	?a
?a  1386  ?b   => ?a  1121  ?b	0.093254893	0.316778789	0.841450596	4803	15162	5708	?b
?b  612  ?a   => ?a  1121  ?b	0.270386766	0.186550569	0.887854638	13926	74650	15685	?b
?a  1347  ?b   => ?a  25  ?b	0.018358724	0.00074811	0.180726421	4319	5773215	23898	?a
?a  1190  ?b   => ?a  728  ?b	0.012413431	0.059513831	0.180533974	1278	21474	7079	?a
?b  552  ?a   => ?a  553  ?b	0.4375	0.35	0.933333333	70	200	75	?b
?b  613  ?a   => ?a  553  ?b	0.0125	0.000000616	0.142857143	2	3244389	14	?b
?a  879  ?b   => ?a  553  ?b	0.04375	0.00000576	0.259259259	7	1215214	27	?b
?b  58  ?a   => ?a  567  ?b	0.014246092	0.000861208	0.166912851	113	131211	677	?b
?b  567  ?a   => ?a  567  ?b	0.151033787	0.151033787	0.699357852	1198	7932	1713	?b
?b  78  ?a   => ?a  86  ?b	0.014184397	0.000005226	0.5	2	382684	4	?b
?b  1  ?a   => ?a  86  ?b	0.056737589	0.000009431	0.8	8	848284	10	?b
?b  215  ?a   => ?a  86  ?b	0.65248227	0.000009327	0.821428571	92	9863579	112	?b
?b  479  ?a   => ?a  982  ?b	0.138508617	0.074023068	0.551282051	860	11618	1560	?a
?a  40  ?b   => ?a  982  ?b	0.010951844	0.000057017	0.260536398	68	1192635	261	?a
?a  901  ?b   => ?a  982  ?b	0.368658399	0.002334571	0.100346324	2289	980480	22811	?a
?a  78  ?b   => ?a  946  ?b	0.012066365	0.00004181	0.516129032	16	382684	31	?b
?a  73  ?b   => ?a  946  ?b	0.011312217	0.00006416	0.535714286	15	233790	28	?b
?a  1385  ?b   => ?a  946  ?b	0.028657617	0.001683949	0.219653179	38	22566	173	?b
?a  44  ?b   => ?a  946  ?b	0.04826546	0.001381186	0.537815126	64	46337	119	?b
?b  40  ?a   => ?a  946  ?b	0.086726998	0.000096425	0.194915254	115	1192635	590	?b
?a  841  ?b   => ?a  742  ?b	0.075995175	0.08203125	0.913043478	63	768	69	?b
?b  12  ?a   => ?a  742  ?b	0.810615199	0.280233528	0.516923077	672	2398	1300	?b
?b  265  ?a   => ?a  882  ?b	0.014246324	0.000072394	0.413333333	31	428212	75	?a
?a  265  ?b   => ?a  882  ?b	0.014705882	0.000074729	0.405063291	32	428212	79	?a
?b  114  ?a   => ?a  108  ?b	0.012569718	0.02877156	0.980744544	764	26554	779	?a
?a  655  ?b   => ?a  108  ?b	0.132475609	0.424459673	0.441495778	8052	18970	18238	?a
?b  166  ?a   => ?a  108  ?b	0.013902371	0.001045012	0.733506944	845	808603	1152	?a
?a  170  ?b   => ?a  108  ?b	0.014757901	0.001118856	0.733442355	897	801712	1223	?a
?b  107  ?a   => ?a  108  ?b	0.827001859	0.8364423	0.988359747	50266	60095	50858	?a
?a  109  ?b   => ?a  1008  ?b	0.042653172	0.000526619	0.476767677	236	448142	495	?a
?a  112  ?b   => ?a  1008  ?b	0.010844027	0.000276732	0.882352941	60	216816	68	?a
?b  160  ?a   => ?a  495  ?b	0.01417004	0.001286765	0.112903226	7	5440	62	?a
?b  619  ?a   => ?a  495  ?b	0.026315789	0.000199699	0.619047619	13	65098	21	?a
?b  1059  ?a   => ?a  1229  ?b	0.015686275	0.023391813	0.145454545	8	342	55	?a
?b  77  ?a   => ?a  1229  ?b	0.039215686	0.000294516	0.194174757	20	67908	103	?a
?b  76  ?a   => ?a  1229  ?b	0.107843137	0.015180789	0.670731707	55	3623	82	?a
?b  1014  ?a   => ?a  1229  ?b	0.117647059	0.110294118	0.8	60	544	75	?a
?a  287  ?b   => ?a  309  ?b	0.015432099	0.006093845	0.952380952	20	3282	21	?b
?b  88  ?a   => ?a  309  ?b	0.169753086	0.000030446	0.890688259	220	7226020	247	?b
?b  1  ?a   => ?a  309  ?b	0.80632716	0.001231899	0.992402659	1045	848284	1053	?b
?b  263  ?a   => ?a  1099  ?b	0.010726617	0.5973478	0.967773438	991	1659	1024	?a
?a  44  ?b   => ?a  1099  ?b	0.014363493	0.028638021	0.70397878	1327	46337	1885	?a
?a  1254  ?b   => ?a  1015  ?b	0.118573798	0.002859257	0.195355191	143	50013	732	?a
?a  483  ?b   => ?a  1015  ?b	0.029850746	0.003813155	0.666666667	36	9441	54	?a
?b  1196  ?a   => ?a  1015  ?b	0.038971808	0.000842505	0.317567568	47	55786	148	?a
?b  349  ?a   => ?a  611  ?b	0.02603928	0.234650214	0.288563911	4716	20098	16343	?a
?a  225  ?b   => ?a  475  ?b	0.040462428	0.000019961	0.538461538	7	350676	13	?a
?a  943  ?b   => ?a  475  ?b	0.011560694	0.000008857	0.181818182	2	225807	11	?a
?a  1347  ?b   => ?a  3  ?b	0.01017642	0.000248388	0.713787954	1434	5773215	2009	?a
?a  216  ?b   => ?a  1064  ?b	0.022813688	0.000009013	1	6	665719	6	?a
?a  815  ?b   => ?a  1064  ?b	0.205323194	0.000004818	0.377622378	54	11207494	143	?a
?b  699  ?a   => ?a  700  ?b	0.881818182	0.710622711	1	194	273	194	?a
?b  1382  ?a   => ?a  63  ?b	0.941468802	0.000951342	0.771144279	1705	1792206	2211	?a
?b  1216  ?a   => ?a  43  ?b	0.087386018	0.269005848	0.30789826	230	855	747	?a
?b  673  ?a   => ?a  673  ?b	0.965726277	0.965726277	0.991858238	4142	4289	4176	?b
?b  879  ?a   => ?a  470  ?b	0.141891892	0.000017281	0.84	21	1215214	25	?a
?a  250  ?b   => ?a  1201  ?b	0.026936556	0.004736996	0.7115727	1199	253114	1685	?b
?b  31  ?a   => ?a  1201  ?b	0.812342739	0.626249156	0.898516512	36159	57739	40243	?b
