Rule	Head Coverage	Std Confidence	PCA Confidence	Positive Examples	Body size	PCA Body size	Functional variable
?a  88  ?b   => ?a  983  ?b	0.621425986	0.002344621	0.598907061	15453	6590831	25802	?a
?a  557  ?b   => ?a  1084  ?b	0.013871889	0.078886311	0.346938776	34	431	98	?b
?a  948  ?b   => ?a  1084  ?b	0.01999184	0.000508705	0.190661479	49	96323	257	?b
?a  529  ?b   => ?a  1084  ?b	0.015911873	0.013402062	0.129139073	39	2910	302	?b
?b  166  ?a   => ?a  1184  ?b	0.036918138	0.000054619	0.793103448	23	421097	29	?a
?b  107  ?a   => ?a  1184  ?b	0.110754414	0.001449275	0.896103896	69	47610	77	?a
?a  1146  ?b   => ?a  1184  ?b	0.011235955	0.000236367	0.175	7	29615	40	?a
?b  879  ?a   => ?a  1184  ?b	0.017656501	0.000009964	0.379310345	11	1103953	29	?a
?a  108  ?b   => ?a  1184  ?b	0.146067416	0.001725053	0.883495146	91	52752	103	?a
?a  170  ?b   => ?a  1184  ?b	0.056179775	0.000083575	0.744680851	35	418786	47	?a
?a  78  ?b   => ?a  1184  ?b	0.011235955	0.00005356	0.137254902	7	130694	51	?a
?a  903  ?b   => ?a  205  ?b	0.102564103	0.029962547	0.842105263	16	534	19	?a
?a  458  ?b   => ?a  113  ?b	0.403957895	0.064980629	0.260465874	4797	73822	18417	?b
?b  113  ?a   => ?a  113  ?b	0.666610526	0.666610526	0.796538539	7916	11875	9938	?b
?b  458  ?a   => ?a  113  ?b	0.306610526	0.049321341	0.207843361	3641	73822	17518	?b
?a  1255  ?b   => ?a  1341  ?b	0.222749377	0.088897304	0.436388986	3756	42251	8607	?a
?a  107  ?b   => ?a  114  ?b	0.044449148	0.017643352	0.992907801	840	47610	846	?b
?b  111  ?a   => ?a  114  ?b	0.118478146	0.043973526	0.957246687	2239	50917	2339	?b
?a  610  ?b   => ?a  114  ?b	0.144935972	0.042269823	0.967502649	2739	64798	2831	?b
?b  108  ?a   => ?a  114  ?b	0.03201397	0.011468759	0.991803279	605	52752	610	?b
?b  88  ?a   => ?a  114  ?b	0.66017568	0.001892933	0.831733333	12476	6590831	15000	?b
?b  1347  ?a   => ?a  891  ?b	0.011313639	0.000004935	0.173076923	18	3647105	104	?a
?b  1083  ?a   => ?a  130  ?b	0.012754865	0.207261725	0.867088608	137	661	158	?b
?b  130  ?a   => ?a  130  ?b	0.067032865	0.067032865	0.759493671	720	10741	948	?b
?a  940  ?b   => ?a  130  ?b	0.071781026	0.007787957	0.764880952	771	98999	1008	?b
?b  1382  ?a   => ?a  303  ?b	0.52680067	0.000710756	0.998412698	629	884973	630	?a
?a  121  ?b   => ?a  130  ?b	0.069360395	0.086688387	0.871345029	745	8594	855	?b
?b  940  ?a   => ?a  130  ?b	0.011916954	0.001292942	0.209150327	128	98999	612	?b
?b  1382  ?a   => ?a  658  ?b	0.658294868	0.005479263	0.877170767	4849	884973	5528	?a
?a  1024  ?b   => ?a  458  ?b	0.014589147	0.368331053	0.396247241	1077	2924	2718	?b
?b  113  ?a   => ?a  458  ?b	0.049321341	0.306610526	0.713641709	3641	11875	5102	?b
?a  113  ?b   => ?a  458  ?b	0.064980629	0.403957895	0.914759725	4797	11875	5244	?b
?b  78  ?a   => ?a  135  ?b	0.287878788	0.000290756	0.88372093	38	130694	43	?b
?b  396  ?a   => ?a  135  ?b	0.083333333	0.075342466	1	11	146	11	?b
?b  173  ?a   => ?a  135  ?b	0.015151515	0.001666667	0.666666667	2	1200	3	?b
?a  247  ?b   => ?a  135  ?b	0.060606061	0.000456439	0.533333333	8	17527	15	?b
?a  930  ?b   => ?a  458  ?b	0.060781339	0.110202377	0.188236775	4487	40716	23837	?b
?b  458  ?a   => ?a  458  ?b	0.573108288	0.573108288	0.629162019	42308	73822	67245	?b
?b  930  ?a   => ?a  458  ?b	0.127793883	0.231702525	0.384417913	9434	40716	24541	?b
?b  879  ?a   => ?a  1192  ?b	0.477386935	0.000258163	1	285	1103953	285	?a
?a  1213  ?b   => ?a  1192  ?b	0.207705193	0.002698703	0.96124031	124	45948	129	?a
?a  613  ?b   => ?a  1192  ?b	0.710217755	0.000204673	0.963636364	424	2071600	440	?a
?a  1095  ?b   => ?a  1192  ?b	0.184254606	0.003266324	0.302197802	110	33677	364	?a
?a  44  ?b   => ?a  564  ?b	0.048022599	0.002096371	0.367567568	68	32437	185	?b
?a  214  ?b   => ?a  564  ?b	0.043079096	0.026034998	0.535087719	61	2343	114	?b
?a  832  ?b   => ?a  564  ?b	0.012711864	0.054878049	0.285714286	18	328	63	?b
?a  799  ?b   => ?a  564  ?b	0.032485876	0.003397843	0.469387755	46	13538	98	?b
?a  17  ?b   => ?a  564  ?b	0.026129944	0.004286873	0.486842105	37	8631	76	?b
?b  40  ?a   => ?a  564  ?b	0.030367232	0.000129868	0.120448179	43	331105	357	?b
?a  78  ?b   => ?a  564  ?b	0.037429379	0.000405527	0.211155378	53	130694	251	?b
?b  764  ?a   => ?a  564  ?b	0.02259887	0.000175733	0.114285714	32	182094	280	?b
?a  112  ?b   => ?a  230  ?b	0.010196229	0.000628424	0.100189036	106	168676	1058	?a
?b  734  ?a   => ?a  734  ?b	0.018292683	0.018292683	0.6	6	328	10	?b
?a  265  ?b   => ?a  734  ?b	0.054878049	0.00005721	0.375	18	314630	48	?b
?b  265  ?a   => ?a  734  ?b	0.033536585	0.000034962	0.20754717	11	314630	53	?b
?a  619  ?b   => ?a  734  ?b	0.036585366	0.000323198	0.166666667	12	37129	72	?b
?a  671  ?b   => ?a  734  ?b	0.021341463	0.056	0.162790698	7	125	43	?b
?a  35  ?b   => ?a  734  ?b	0.024390244	0.006628003	0.108108108	8	1207	74	?b
?b  879  ?a   => ?a  804  ?b	0.352235294	0.005424144	0.925788497	5988	1103953	6468	?a
?a  346  ?b   => ?a  413  ?b	0.084473528	0.005328197	0.339712919	426	79952	1254	?a
?b  699  ?a   => ?a  700  ?b	0.81	0.666666667	1	162	243	162	?a
?a  216  ?b   => ?a  137  ?b	0.051147988	0.000547806	0.493421053	225	410729	456	?a
?a  193  ?b   => ?a  137  ?b	0.145032962	0.00733831	0.179971791	638	86941	3545	?a
?a  1341  ?b   => ?a  1255  ?b	0.088897304	0.222749377	0.341454545	3756	16862	11000	?a
?a  808  ?b   => ?a  1255  ?b	0.102577454	0.005464805	0.109334006	4334	793075	39640	?a
?a  554  ?b   => ?a  212  ?b	0.020979021	0.037037037	0.136363636	3	81	22	?a
?b  78  ?a   => ?a  460  ?b	0.090909091	0.00026015	1	34	130694	34	?b
?b  764  ?a   => ?a  460  ?b	0.010695187	0.000021967	0.666666667	4	182094	6	?b
?a  247  ?b   => ?a  460  ?b	0.072192513	0.00154048	0.964285714	27	17527	28	?b
?b  73  ?a   => ?a  460  ?b	0.294117647	0.000961286	0.733333333	110	114430	150	?b
?b  44  ?a   => ?a  460  ?b	0.013368984	0.000154145	0.294117647	5	32437	17	?b
?a  1077  ?b   => ?a  128  ?b	0.022918969	0.000401931	0.103711503	394	980267	3799	?a
?a  40  ?b   => ?a  128  ?b	0.055668664	0.002890322	0.189767995	957	331105	5043	?a
?b  969  ?a   => ?a  969  ?b	0.044444444	0.044444444	0.3	6	135	20	?b
?b  142  ?a   => ?a  969  ?b	0.022222222	0.000134366	0.25	3	22327	12	?b
?a  813  ?b   => ?a  969  ?b	0.02962963	0.000447427	0.285714286	4	8940	14	?b
?a  265  ?b   => ?a  969  ?b	0.022222222	0.000009535	0.5	3	314630	6	?b
?b  114  ?a   => ?a  111  ?b	0.043973526	0.118478146	0.234523934	2239	18898	9547	?b
?b  610  ?a   => ?a  111  ?b	0.582379166	0.457622149	0.985804521	29653	64798	30080	?b
?b  1382  ?a   => ?a  1276  ?b	0.999424295	0.001961642	0.5	1736	884973	3472	?b
?a  242  ?b   => ?a  914  ?b	0.063407964	0.001225822	0.47503201	371	302654	781	?a
?a  112  ?b   => ?a  914  ?b	0.027174842	0.000942636	0.739534884	159	168676	215	?a
?a  1347  ?b   => ?a  914  ?b	0.015211075	0.000024403	0.644927536	89	3647105	138	?a
?a  454  ?b   => ?a  914  ?b	0.027345753	0.000149323	0.103828683	160	1071504	1541	?a
?a  247  ?b   => ?a  651  ?b	0.011152416	0.000342329	0.1875	6	17527	32	?a
?b  670  ?a   => ?a  668  ?b	0.173584906	0.699176694	1	1104	1579	1104	?a
?a  668  ?b   => ?a  53  ?b	0.020512821	0.000628931	1	4	6360	4	?a
?a  634  ?b   => ?a  53  ?b	0.030769231	0.000849137	0.461538462	6	7066	13	?a
?a  454  ?b   => ?a  53  ?b	0.015384615	0.0000028	0.1875	3	1071504	16	?a
?a  144  ?b   => ?a  53  ?b	0.01025641	0.000201491	0.5	2	9926	4	?a
?b  1382  ?a   => ?a  975  ?b	0.238636364	0.000047459	0.477272727	42	884973	88	?b
?a  569  ?b   => ?a  570  ?b	0.06501548	0.049295775	0.120689655	42	852	348	?a
?a  88  ?b   => ?a  1166  ?b	0.098944591	0.000011379	0.12755102	75	6590831	588	?a
?a  1303  ?b   => ?a  286  ?b	0.052504039	0.013046969	0.585585586	65	4982	111	?a
?a  250  ?b   => ?a  1201  ?b	0.024023635	0.004201186	0.819628647	927	220652	1131	?b
?b  248  ?a   => ?a  1201  ?b	0.017104206	0.00244231	0.662650602	660	270236	996	?b
?b  31  ?a   => ?a  1201  ?b	0.776245886	0.608442178	0.872730981	29953	49229	34321	?b
?a  78  ?b   => ?a  11  ?b	0.202018558	0.009495463	0.215601112	1241	130694	5756	?a
?b  546  ?a   => ?a  547  ?b	0.552447552	0.589552239	0.951807229	79	134	83	?b
?a  1092  ?b   => ?a  1332  ?b	0.448315577	0.000868231	1	1557	1793301	1557	?a
?a  1338  ?b   => ?a  802  ?b	0.038461538	0.04040404	1	4	99	4	?a
?b  247  ?a   => ?a  44  ?b	0.01038937	0.019227478	0.401190476	337	17527	840	?a
?a  799  ?b   => ?a  44  ?b	0.015506983	0.037154676	0.208887043	503	13538	2408	?a
?a  17  ?b   => ?a  44  ?b	0.016185221	0.060827251	0.355932203	525	8631	1475	?a
?a  112  ?b   => ?a  44  ?b	0.021148688	0.004066969	0.335124573	686	168676	2047	?a
?a  1099  ?b   => ?a  44  ?b	0.04066344	0.016332545	0.744776962	1319	80759	1771	?a
?a  78  ?b   => ?a  44  ?b	0.029164226	0.007238282	0.278563015	946	130694	3396	?a
?a  163  ?b   => ?a  626  ?b	0.013182674	0.002663623	0.259259259	7	2628	27	?a
?a  534  ?b   => ?a  626  ?b	0.105461394	0.000001946	0.123620309	56	28782950	453	?a
?a  34  ?b   => ?a  35  ?b	0.783761392	0.316493811	0.514410005	946	2989	1839	?b
?a  205  ?b   => ?a  903  ?b	0.029962547	0.102564103	0.842105263	16	156	19	?a
?a  163  ?b   => ?a  1175  ?b	0.012214254	0.041476408	0.239035088	109	2628	456	?a
?b  220  ?a   => ?a  448  ?b	0.233983287	0.000197474	0.313432836	420	2126863	1340	?b
?a  130  ?b   => ?a  448  ?b	0.01281337	0.002141328	0.522727273	23	10741	44	?b
?b  448  ?a   => ?a  448  ?b	0.766573816	0.766573816	0.984263233	1376	1795	1398	?b
?a  1163  ?b   => ?a  996  ?b	0.011028219	0.005518585	0.137651822	34	6161	247	?a
?a  1275  ?b   => ?a  996  ?b	0.064223159	0.002514509	0.640776699	198	78743	309	?a
?b  170  ?a   => ?a  1282  ?b	0.023346304	0.000014327	0.222222222	6	418786	27	?a
?b  813  ?a   => ?a  1282  ?b	0.015564202	0.000447427	0.8	4	8940	5	?a
?a  142  ?b   => ?a  1282  ?b	0.070038911	0.000806199	0.857142857	18	22327	21	?a
?a  165  ?b   => ?a  1282  ?b	0.093385214	0.007633588	0.888888889	24	3144	27	?a
?a  166  ?b   => ?a  1282  ?b	0.031128405	0.000018998	0.216216216	8	421097	37	?a
?a  613  ?b   => ?a  1282  ?b	0.038910506	0.000004827	0.625	10	2071600	16	?a
?b  78  ?a   => ?a  51  ?b	0.020148261	0.002433164	0.643724696	318	130694	494	?a
?b  768  ?a   => ?a  51  ?b	0.137046189	0.131729598	0.815918521	2163	16420	2651	?a
?a  247  ?b   => ?a  51  ?b	0.015206235	0.013693159	0.586797066	240	17527	409	?a
?b  109  ?a   => ?a  51  ?b	0.016790217	0.002784549	0.757142857	265	95168	350	?a
?a  215  ?b   => ?a  304  ?b	0.983576107	0.001211088	0.963143787	10061	8307409	10446	?a
?b  77  ?a   => ?a  147  ?b	0.033639144	0.000380485	1	22	57821	22	?b
?b  943  ?a   => ?a  147  ?b	0.04587156	0.000173717	0.107913669	30	172695	278	?b
?b  948  ?a   => ?a  147  ?b	0.059633028	0.000404888	0.144444444	39	96323	270	?b
?b  587  ?a   => ?a  147  ?b	0.108562691	0.001397308	0.29338843	71	50812	242	?b
?b  815  ?a   => ?a  147  ?b	0.010703364	0.000001835	0.35	7	3814720	20	?b
?b  20  ?a   => ?a  147  ?b	0.04587156	0.001022077	0.137614679	30	29352	218	?b
?b  1347  ?a   => ?a  147  ?b	0.019877676	0.000003564	0.209677419	13	3647105	62	?b
?b  265  ?a   => ?a  431  ?b	0.010810811	0.00001907	0.428571429	6	314630	14	?b
?a  265  ?b   => ?a  431  ?b	0.014414414	0.000025427	0.5	8	314630	16	?b
?b  1013  ?a   => ?a  1141  ?b	0.520699172	0.623309881	0.9940482	10188	16345	10249	?b
?b  430  ?a   => ?a  431  ?b	0.623423423	0.627949183	0.997118156	346	551	347	?b
?b  943  ?a   => ?a  1196  ?b	0.023721568	0.005912157	0.359254046	1021	172695	2842	?b
?b  1277  ?a   => ?a  1196  ?b	0.026672243	0.012461194	0.384976526	1148	92126	2982	?b
?b  948  ?a   => ?a  1196  ?b	0.013986664	0.006249805	0.236728274	602	96323	2543	?b
?b  815  ?a   => ?a  1196  ?b	0.182082201	0.00205441	0.877014324	7837	3814720	8936	?b
?b  216  ?a   => ?a  1196  ?b	0.178388049	0.018693591	0.910794781	7678	410729	8430	?b
?b  1254  ?a   => ?a  1196  ?b	0.056643665	0.066497559	0.813480147	2438	36663	2997	?b
?b  225  ?a   => ?a  1196  ?b	0.019888014	0.003842666	0.415735794	856	222762	2059	?b
?b  78  ?a   => ?a  528  ?b	0.024590164	0.000068863	0.28125	9	130694	32	?b
?a  247  ?b   => ?a  528  ?b	0.024590164	0.000513493	0.75	9	17527	12	?b
?a  44  ?b   => ?a  1099  ?b	0.016332545	0.04066344	0.741427768	1319	32437	1779	?a
?b  52  ?a   => ?a  66  ?b	0.538969617	0.80952381	1	816	1008	816	?b
?a  889  ?b   => ?a  1208  ?b	0.025514006	0.09201581	0.103136629	582	6325	5643	?a
?a  215  ?b   => ?a  1208  ?b	0.02104248	0.00005778	0.954274354	480	8307409	503	?a
?a  1136  ?b   => ?a  920  ?b	0.332465278	0.173853836	0.685152057	383	2203	559	?a
?b  1023  ?a   => ?a  532  ?b	0.014766959	0.000034228	0.820512821	32	934897	39	?b
?b  713  ?a   => ?a  532  ?b	0.497923396	0.369773818	0.8708636	1079	2918	1239	?b
?b  1196  ?a   => ?a  1254  ?b	0.066497559	0.056643665	0.911401869	2438	43041	2675	?a
?a  839  ?b   => ?a  101  ?b	0.032801685	0.002112198	0.592391304	109	51605	184	?a
?b  215  ?a   => ?a  323  ?b	0.033210332	0.000004333	0.206896552	36	8307409	174	?b
?b  77  ?a   => ?a  323  ?b	0.515682657	0.009667768	0.937919463	559	57821	596	?b
?b  349  ?a   => ?a  611  ?b	0.016973819	0.192175522	0.301952097	2181	11349	7223	?a
?a  459  ?b   => ?a  1204  ?b	0.063380282	0.000005149	0.132352941	9	1747754	68	?a
?b  1196  ?a   => ?a  243  ?b	0.019178082	0.000162636	0.318181818	7	43041	22	?a
?a  1287  ?b   => ?a  243  ?b	0.04109589	0.006778129	0.283018868	15	2213	53	?a
?a  216  ?b   => ?a  243  ?b	0.016438356	0.000014608	0.545454545	6	410729	11	?a
?a  225  ?b   => ?a  243  ?b	0.010958904	0.000017956	0.121212121	4	222762	33	?a
?a  479  ?b   => ?a  243  ?b	0.010958904	0.000460989	0.4	4	8677	10	?a
?b  575  ?a   => ?a  575  ?b	0.835477319	0.835477319	0.895500726	1234	1477	1378	?b
?b  1382  ?a   => ?a  1323  ?b	0.99746336	0.003998992	0.498942619	3539	884973	7093	?b
?b  160  ?a   => ?a  1133  ?b	0.120418848	0.034857287	0.932432432	138	3959	148	?a
?a  3  ?b   => ?a  426  ?b	0.02221225	0.001119871	0.177419355	99	88403	558	?a
?b  161  ?a   => ?a  152  ?b	0.070175439	0.266666667	0.941176471	32	120	34	?a
?b  163  ?a   => ?a  152  ?b	0.028508772	0.004946728	0.342105263	13	2628	38	?a
?a  613  ?b   => ?a  152  ?b	0.019736842	0.000004344	0.2	9	2071600	45	?a
?b  293  ?a   => ?a  293  ?b	0.765635976	0.765635976	0.85532946	62126	81143	72634	?b
?a  73  ?b   => ?a  752  ?b	0.048128342	0.000078651	0.9	9	114430	10	?a
?a  236  ?b   => ?a  752  ?b	0.021390374	0.000199511	0.666666667	4	20049	6	?a
?a  663  ?b   => ?a  752  ?b	0.010695187	0.001047669	0.666666667	2	1909	3	?a
?b  114  ?a   => ?a  108  ?b	0.011468759	0.03201397	0.991803279	605	18898	610	?a
?b  405  ?a   => ?a  750  ?b	0.134090966	0.20365784	0.471174189	5345	26245	11344	?a
?a  655  ?b   => ?a  108  ?b	0.131729603	0.398794835	0.409680462	6949	17425	16962	?a
?b  166  ?a   => ?a  108  ?b	0.011468759	0.001436724	0.737804878	605	421097	820	?a
?a  170  ?b   => ?a  108  ?b	0.013876251	0.001747909	0.734202608	732	418786	997	?a
?b  107  ?a   => ?a  108  ?b	0.694457082	0.769460197	0.990295461	36634	47610	36993	?a
?b  143  ?a   => ?a  1058  ?b	0.183540523	0.153414495	0.450716032	6452	42056	14315	?b
?b  1188  ?a   => ?a  1206  ?b	0.25	0.000183161	0.924242424	61	333040	66	?b
?b  839  ?a   => ?a  1206  ?b	0.032786885	0.000155024	0.117647059	8	51605	68	?b
?b  99  ?a   => ?a  1206  ?b	0.020491803	0.00001441	0.357142857	5	346984	14	?b
?a  893  ?b   => ?a  1206  ?b	0.106557377	0.044293015	0.962962963	26	587	27	?b
?a  77  ?b   => ?a  1206  ?b	0.032786885	0.000138358	0.470588235	8	57821	17	?b
?a  1205  ?b   => ?a  1206  ?b	0.020491803	0.024509804	1	5	204	5	?b
?a  1103  ?b   => ?a  1206  ?b	0.020491803	0.000039902	0.357142857	5	125308	14	?b
?a  216  ?b   => ?a  625  ?b	0.016946266	0.000484504	0.332220367	199	410729	599	?a
?a  570  ?b   => ?a  569  ?b	0.049295775	0.06501548	0.118644068	42	646	354	?a
?b  841  ?a   => ?a  12  ?b	0.094108646	0.280821918	0.611940299	123	438	201	?b
?a  785  ?b   => ?a  12  ?b	0.01606733	0.016116654	0.388888889	21	1303	54	?b
?b  901  ?a   => ?a  12  ?b	0.042081102	0.000078252	0.753424658	55	702858	73	?b
?b  742  ?a   => ?a  12  ?b	0.214996174	0.415680473	0.573469388	281	676	490	?b
?a  997  ?b   => ?a  1253  ?b	0.013651877	0.072727273	0.666666667	4	55	6	?b
